"","Mode","ORegionDAT","DRegionDAT","yw","sanitized_cost","prcp","tavg","tmax","tmin"
"1","R","CA_FRS","IL_CHI",2017 W01,1.56540082001864,0.308793103448276,49.4285714285714,56.8571428571429,42.7142857142857
"2","R","CA_FRS","IL_CHI",2017 W02,1.5744805359508,0.35734375,49.8571428571429,53.1428571428571,45.4285714285714
"3","R","CA_FRS","IL_CHI",2017 W03,1.54726662934962,0.238032786885246,47.7142857142857,54.8571428571429,40.7142857142857
"4","R","CA_FRS","IL_CHI",2017 W04,1.49016513358857,0.0780701754385965,44.7142857142857,55.8571428571429,34.4285714285714
"5","R","CA_FRS","IL_CHI",2017 W05,1.46279956708675,0.114576271186441,53.4285714285714,63.8571428571429,44.2857142857143
"6","R","CA_FRS","IL_CHI",2017 W06,1.45009329533344,0.175692307692308,57,61.8571428571429,51.7142857142857
"7","R","CA_FRS","IL_CHI",2017 W07,1.42031681681231,0.173214285714286,55,63.5714285714286,47.1428571428571
"8","R","CA_FRS","IL_CHI",2017 W08,1.52052067467133,0.127796610169492,50.1428571428571,59,40.8571428571429
"9","R","CA_FRS","IL_CHI",2017 W09,1.4028815143076,0.0311666666666667,51.5714285714286,62.8571428571429,39.2857142857143
"10","R","CA_FRS","IL_CHI",2017 W10,1.44190512675875,0.0494444444444444,55.2857142857143,69,43.5714285714286
"11","R","CA_FRS","IL_CHI",2017 W11,1.4657056851083,0,66.5714285714286,80.8571428571429,53.1428571428571
"12","R","CA_FRS","IL_CHI",2017 W12,1.4619920179992,0.116865671641791,58.1428571428571,66.4285714285714,50.5714285714286
"13","R","CA_FRS","IL_CHI",2017 W13,1.47395048017498,0.0095,59.1428571428571,71.2857142857143,47.4285714285714
"14","R","CA_FRS","IL_CHI",2017 W14,1.57694828428873,0.179838709677419,61.2857142857143,71.5714285714286,49.4285714285714
"15","R","CA_FRS","IL_CHI",2017 W15,1.6565709884483,0.0858928571428571,59.2857142857143,72,47.7142857142857
"16","R","CA_FRS","IL_CHI",2017 W16,1.68542753600213,0.0725423728813559,62.7142857142857,74.1428571428571,52.7142857142857
"17","R","CA_FRS","IL_CHI",2017 W17,1.65701256690788,0,63.7142857142857,76.2857142857143,51.7142857142857
"18","R","CA_FRS","IL_CHI",2017 W18,1.61738171018344,0.0130909090909091,72.5714285714286,84.4285714285714,59.1428571428571
"19","R","CA_FRS","IL_CHI",2017 W19,1.72279317996248,0,66.1428571428571,78.5714285714286,54.2857142857143
"20","R","CA_FRS","IL_CHI",2017 W20,1.73428816175746,0,68.8571428571429,83.7142857142857,56
"21","R","CA_FRS","IL_CHI",2017 W21,1.95023088467082,0,75.2857142857143,88.2857142857143,60.5714285714286
"22","R","CA_FRS","IL_CHI",2017 W22,1.95148912733891,0.00313725490196078,76.1428571428571,89.7142857142857,62.8571428571429
"23","R","CA_FRS","IL_CHI",2017 W23,2.15364146282011,0,73.8571428571429,86.8571428571429,59.2857142857143
"24","R","CA_FRS","IL_CHI",2017 W24,2.04996519392843,0,77.1428571428571,92.5714285714286,63.2857142857143
"25","R","CA_FRS","IL_CHI",2017 W25,1.95108596182089,0,92.2857142857143,106.714285714286,77
"26","R","CA_FRS","IL_CHI",2017 W26,1.9309689183304,0,81.2857142857143,96.7142857142857,65.1428571428571
"27","R","CA_FRS","IL_CHI",2017 W27,1.94445683551885,0,87.4285714285714,103.142857142857,72.2857142857143
"28","R","CA_FRS","IL_CHI",2017 W28,1.84335882430107,0,87.5714285714286,103.142857142857,72.1428571428571
"29","R","CA_FRS","IL_CHI",2017 W29,1.83445567857199,0,85.5714285714286,100.714285714286,69.7142857142857
"30","R","CA_FRS","IL_CHI",2017 W30,1.84084767572103,0,87,101.714285714286,71.7142857142857
"31","R","CA_FRS","IL_CHI",2017 W31,1.78191362643213,0,88.8571428571429,101.571428571429,76.4285714285714
"32","R","CA_FRS","IL_CHI",2017 W32,1.771574049772,0,83.7142857142857,99.8571428571429,68.1428571428571
"33","R","CA_FRS","IL_CHI",2017 W33,NA,0,80.4285714285714,94.2857142857143,67.4285714285714
"34","R","CA_FRS","IL_CHI",2017 W34,1.723280357355,0,83.5714285714286,99.2857142857143,69.2857142857143
"35","R","CA_FRS","IL_CHI",2017 W35,1.75299822712162,0,90.7142857142857,106.571428571429,76.1428571428571
"36","R","CA_FRS","IL_CHI",2017 W36,1.7483999007448,0,83.1428571428571,95.8571428571429,71
"37","R","CA_FRS","IL_CHI",2017 W37,NA,0.0238461538461538,76.8571428571429,89.2857142857143,65.1428571428571
"38","R","CA_FRS","IL_CHI",2017 W38,1.77390013797981,0.0276923076923077,67.4285714285714,78.7142857142857,55.2857142857143
"39","R","CA_FRS","IL_CHI",2017 W39,1.77331146666714,0,73.2857142857143,87.8571428571429,59
"40","R","CA_FRS","IL_CHI",2017 W40,1.84511630096206,0.00102040816326531,66,80.2857142857143,51.2857142857143
"41","R","CA_FRS","IL_CHI",2017 W41,1.79318107286117,0,63.4285714285714,78.5714285714286,48.8571428571429
"42","R","CA_FRS","IL_CHI",2017 W42,1.73053760654093,0.0165384615384615,63.1428571428571,77,49.8571428571429
"43","R","CA_FRS","IL_CHI",2017 W43,1.71266184741764,0,68.7142857142857,86,54.8571428571429
"44","R","CA_FRS","IL_CHI",2017 W44,1.75533928060453,0.00557692307692308,60.2857142857143,67.5714285714286,51.2857142857143
"45","R","CA_FRS","IL_CHI",2017 W45,1.83067299413012,0,57.4285714285714,69.5714285714286,47
"46","R","CA_FRS","IL_CHI",2017 W46,2.01654178269767,0.0616666666666667,57.7142857142857,67.4285714285714,47.7142857142857
"47","R","CA_FRS","IL_CHI",2017 W47,1.89609045915672,0.000188679245283019,60,74,49.2857142857143
"48","R","CA_FRS","IL_CHI",2017 W48,1.89482321238047,0.0390740740740741,51.2857142857143,61.2857142857143,40.1428571428571
"49","R","CA_FRS","IL_CHI",2017 W49,1.96913641390126,0,45.8571428571429,61.7142857142857,33.5714285714286
"50","R","CA_FRS","IL_CHI",2017 W50,1.93405860000827,0,46.8571428571429,61,34.5714285714286
"51","R","CA_FRS","IL_CHI",2017 W51,2.09083238503643,0.00803921568627451,45.7142857142857,56.8571428571429,34.4285714285714
"52","R","CA_FRS","IL_CHI",2017 W52,2.11154006831367,0,48,61.8571428571429,37.4285714285714
"53","R","CA_FRS","IL_CHI",2018 W01,2.17363571510956,0.0296078431372549,54.4285714285714,65.1428571428571,45.7142857142857
"54","R","CA_FRS","IL_CHI",2018 W02,2.10440342297154,0.156034482758621,53.2857142857143,59.4285714285714,47.5714285714286
"55","R","CA_FRS","IL_CHI",2018 W03,1.94769197981127,0.0205357142857143,49.4285714285714,57.4285714285714,43.1428571428571
"56","R","CA_FRS","IL_CHI",2018 W04,1.81680959942722,0.0340384615384615,49.7142857142857,61.1428571428571,39
"57","R","CA_FRS","IL_CHI",2018 W05,1.6418524919691,0,55.7142857142857,69.8571428571429,44.4285714285714
"58","R","CA_FRS","IL_CHI",2018 W06,1.59040937882879,0,59,74.1428571428571,46.1428571428571
"59","R","CA_FRS","IL_CHI",2018 W07,1.6194903596957,0,52.5714285714286,66.1428571428571,40.1428571428571
"60","R","CA_FRS","IL_CHI",2018 W08,1.68021563898679,0.00372549019607843,45.7142857142857,57.2857142857143,34
"61","R","CA_FRS","IL_CHI",2018 W09,1.60789361639141,0.292,48.2857142857143,56.2857142857143,41.4285714285714
"62","R","CA_FRS","IL_CHI",2018 W10,NA,0.0026,57.2857142857143,70.7142857142857,46.4285714285714
"63","R","CA_FRS","IL_CHI",2018 W11,1.62087394285721,0.0953333333333333,55.5714285714286,64.8571428571429,45.7142857142857
"64","R","CA_FRS","IL_CHI",2018 W12,1.59692818700751,0.442372881355932,55.7142857142857,64.7142857142857,46.4285714285714
"65","R","CA_FRS","IL_CHI",2018 W13,1.75610700024327,0.00392156862745098,62.4285714285714,77.1428571428571,49.5714285714286
"66","R","CA_FRS","IL_CHI",2018 W14,1.91036258209562,0.0637254901960784,65.4285714285714,75.7142857142857,54.7142857142857
"67","R","CA_FRS","IL_CHI",2018 W15,1.96678650332922,0.000943396226415094,63,77.1428571428571,50.2857142857143
"68","R","CA_FRS","IL_CHI",2018 W16,2.07590059436573,0.0419642857142857,60,73.8571428571429,48
"69","R","CA_FRS","IL_CHI",2018 W17,2.09695619402484,0,70.2857142857143,83.4285714285714,56.1428571428571
"70","R","CA_FRS","IL_CHI",2018 W18,2.17018689275225,0,67.7142857142857,81.4285714285714,55.4285714285714
"71","R","CA_FRS","IL_CHI",2018 W19,2.21418501790978,0,72.5714285714286,86.1428571428571,58.5714285714286
"72","R","CA_FRS","IL_CHI",2018 W20,2.26301573878349,0,69,82.1428571428571,56.4285714285714
"73","R","CA_FRS","IL_CHI",2018 W21,2.41937962470518,0.0026,68.4285714285714,81.2857142857143,57.1428571428571
"74","R","CA_FRS","IL_CHI",2018 W22,2.7951057891173,0,77.2857142857143,92.5714285714286,61.5714285714286
"75","R","CA_FRS","IL_CHI",2018 W23,2.66616923162305,0,75.5714285714286,89.7142857142857,60.5714285714286
"76","R","CA_FRS","IL_CHI",2018 W24,2.58786930950355,0,79.1428571428571,93.7142857142857,64.2857142857143
"77","R","CA_FRS","IL_CHI",2018 W25,2.61104548745547,0,82.2857142857143,97.8571428571429,66.7142857142857
"78","R","CA_FRS","IL_CHI",2018 W26,2.55620070314042,0,82.8571428571429,98.4285714285714,67.4285714285714
"79","R","CA_FRS","IL_CHI",2018 W27,2.34348557115839,0,84.4285714285714,99.8571428571429,69.4285714285714
"80","R","CA_FRS","IL_CHI",2018 W28,2.30651744745871,0,88.4285714285714,102.714285714286,74.1428571428571
"81","R","CA_FRS","IL_CHI",2018 W29,2.28857549371085,0,89.4285714285714,104.428571428571,75.2857142857143
"82","R","CA_FRS","IL_CHI",2018 W30,2.19460663158932,0,89.4285714285714,104.142857142857,75.2857142857143
"83","R","CA_FRS","IL_CHI",2018 W31,2.19238842574511,0,87,102.428571428571,72
"84","R","CA_FRS","IL_CHI",2018 W32,2.14468865909271,0,85.4285714285714,102.142857142857,70.5714285714286
"85","R","CA_FRS","IL_CHI",2018 W33,2.09879693519501,0,85.1428571428571,101.428571428571,69.5714285714286
"86","R","CA_FRS","IL_CHI",2018 W34,2.1378339647065,0,79.7142857142857,95.2857142857143,63.8571428571429
"87","R","CA_FRS","IL_CHI",2018 W35,2.15953964188825,0,77,91.1428571428571,63.5714285714286
"88","R","CA_FRS","IL_CHI",2018 W36,2.11842823075587,0,83.1428571428571,98.8571428571429,68.5714285714286
"89","R","CA_FRS","IL_CHI",2018 W37,2.09466325976273,0,74.8571428571429,89,60.5714285714286
"90","R","CA_FRS","IL_CHI",2018 W38,2.13503504000531,0,75.5714285714286,92.1428571428571,60
"91","R","CA_FRS","IL_CHI",2018 W39,2.11532087634401,0,76.4285714285714,91.4285714285714,61.8571428571429
"92","R","CA_FRS","IL_CHI",2018 W40,2.0757198774312,0.0552083333333333,70.5714285714286,81.2857142857143,61.1428571428571
"93","R","CA_FRS","IL_CHI",2018 W41,2.03347102912029,0,68,80.2857142857143,56.2857142857143
"94","R","CA_FRS","IL_CHI",2018 W42,2.01761250789737,0,67.7142857142857,83.1428571428571,53.2857142857143
"95","R","CA_FRS","IL_CHI",2018 W43,2.02469544351648,0,66.5714285714286,81.5714285714286,53
"96","R","CA_FRS","IL_CHI",2018 W44,2.09545620098244,0,63,75.7142857142857,51.7142857142857
"97","R","CA_FRS","IL_CHI",2018 W45,2.21188297059735,0.000208333333333333,58.5714285714286,71.8571428571429,46.4285714285714
"98","R","CA_FRS","IL_CHI",2018 W46,2.04760530466114,0,54.7142857142857,68.8571428571429,40.4285714285714
"99","R","CA_FRS","IL_CHI",2018 W47,2.00706238074745,0.115961538461538,55.5714285714286,66.2857142857143,46.5714285714286
"100","R","CA_FRS","IL_CHI",2018 W48,2.05571018731924,0.268909090909091,53.4285714285714,60.2857142857143,46.8571428571429
"101","R","CA_FRS","IL_CHI",2018 W49,2.01349517324695,0.0256140350877193,51.2857142857143,57.2857142857143,46.4285714285714
"102","R","CA_FRS","IL_CHI",2018 W50,1.94283370875287,0.00725490196078431,49.2857142857143,58.7142857142857,41.7142857142857
"103","R","CA_FRS","IL_CHI",2018 W51,1.94527587165846,0.0567857142857143,52.2857142857143,58,47.2857142857143
"104","R","CA_FRS","IL_CHI",2018 W52,1.95267256783201,0.0324528301886792,46.7142857142857,54.8571428571429,39
"105","R","CA_FRS","IL_CHI",2019 W01,1.89303300699391,0.0783018867924528,44.5714285714286,55.8571428571429,35.8571428571429
"106","R","CA_FRS","IL_CHI",2019 W02,1.73907831094403,0.112105263157895,53.4285714285714,61.7142857142857,48
"107","R","CA_FRS","IL_CHI",2019 W03,1.57726962751149,0.172857142857143,54.2857142857143,62,48.4285714285714
"108","R","CA_FRS","IL_CHI",2019 W04,1.64262454462271,0.0840384615384615,49.8571428571429,60.8571428571429,40
"109","R","CA_FRS","IL_CHI",2019 W05,1.63543982347583,0.13296875,55.5714285714286,63.4285714285714,48.8571428571429
"110","R","CA_FRS","IL_CHI",2019 W06,1.57002504007387,0.2145,46.7142857142857,54.1428571428571,36.7142857142857
"111","R","CA_FRS","IL_CHI",2019 W07,1.47217670781744,0.206451612903226,48.5714285714286,56,41.1428571428571
"112","R","CA_FRS","IL_CHI",2019 W08,1.46562271477696,0.0562962962962963,44.7142857142857,54.4285714285714,36.2857142857143
"113","R","CA_FRS","IL_CHI",2019 W09,1.50143791412109,0.125737704918033,58,66.4285714285714,51.4285714285714
"114","R","CA_FRS","IL_CHI",2019 W10,1.50220959607647,0.100625,53.8571428571429,60.4285714285714,46.5714285714286
"115","R","CA_FRS","IL_CHI",2019 W11,1.46234575905399,0.00384615384615385,54.2857142857143,68,42.2857142857143
"116","R","CA_FRS","IL_CHI",2019 W12,1.65236805878017,0.0215789473684211,59.4285714285714,70.2857142857143,49.4285714285714
"117","R","CA_FRS","IL_CHI",2019 W13,1.6983702411872,0.0170909090909091,59.7142857142857,71.8571428571429,49.1428571428571
"118","R","CA_FRS","IL_CHI",2019 W14,1.76827040688788,0.0427118644067797,62.7142857142857,74.2857142857143,52
"119","R","CA_FRS","IL_CHI",2019 W15,1.89132718039075,0,63.5714285714286,74.7142857142857,51.5714285714286
"120","R","CA_FRS","IL_CHI",2019 W16,1.86655350310879,0.0354901960784314,66.1428571428571,78.7142857142857,53.5714285714286
"121","R","CA_FRS","IL_CHI",2019 W17,1.92321465054991,0,75.5714285714286,90.1428571428571,61.2857142857143
"122","R","CA_FRS","IL_CHI",2019 W18,1.88843552331025,0,69.4285714285714,81,55.8571428571429
"123","R","CA_FRS","IL_CHI",2019 W19,1.88871366587507,0.0092,69.1428571428571,81.5714285714286,58
"124","R","CA_FRS","IL_CHI",2019 W20,1.8773271027433,0.293584905660377,64.8571428571429,73.4285714285714,55.2857142857143
"125","R","CA_FRS","IL_CHI",2019 W21,1.90701750993378,0.0982352941176471,61.7142857142857,70.4285714285714,54.1428571428571
"126","R","CA_FRS","IL_CHI",2019 W22,2.03024419435646,0.0694,70.4285714285714,83.5714285714286,60.5714285714286
"127","R","CA_FRS","IL_CHI",2019 W23,2.00345702064311,0,79.1428571428571,92.1428571428571,65.4285714285714
"128","R","CA_FRS","IL_CHI",2019 W24,2.04069975734635,0,84.7142857142857,98.4285714285714,70.1428571428571
"129","R","CA_FRS","IL_CHI",2019 W25,2.04804793768457,0,82.2857142857143,95.2857142857143,69.1428571428571
"130","R","CA_FRS","IL_CHI",2019 W26,2.05349602483086,0,78.7142857142857,91.8571428571429,64.1428571428571
"131","R","CA_FRS","IL_CHI",2019 W27,1.98925370628532,0,80.5714285714286,94.4285714285714,65.7142857142857
"132","R","CA_FRS","IL_CHI",2019 W28,1.96046774960161,0,82.5714285714286,98,67.2857142857143
"133","R","CA_FRS","IL_CHI",2019 W29,1.95513904243549,0,83.4285714285714,97.7142857142857,68.8571428571429
"134","R","CA_FRS","IL_CHI",2019 W30,1.93805500949082,0.000731707317073171,90.1428571428571,104.857142857143,76.1428571428571
"135","R","CA_FRS","IL_CHI",2019 W31,1.89216120681413,0,85.1428571428571,101.142857142857,69.5714285714286
"136","R","CA_FRS","IL_CHI",2019 W32,1.85869792606448,0,82.4285714285714,96.2857142857143,68.4285714285714
"137","R","CA_FRS","IL_CHI",2019 W33,1.84267725516189,0,86.1428571428571,101.857142857143,71
"138","R","CA_FRS","IL_CHI",2019 W34,1.82611287234063,0,83.2857142857143,98.1428571428571,69.5714285714286
"139","R","CA_FRS","IL_CHI",2019 W35,1.83247273234536,0,86.1428571428571,100.857142857143,71.7142857142857
"140","R","CA_FRS","IL_CHI",2019 W36,1.80950619099398,0,84.1428571428571,97.7142857142857,70.5714285714286
"141","R","CA_FRS","IL_CHI",2019 W37,1.79041617256646,0,78,93,63.7142857142857
"142","R","CA_FRS","IL_CHI",2019 W38,1.75032709914389,0,72,85.1428571428571,59.4285714285714
"143","R","CA_FRS","IL_CHI",2019 W39,1.73825166996358,0,75.2857142857143,87.2857142857143,62.7142857142857
"144","R","CA_FRS","IL_CHI",2019 W40,1.73805701795823,0,64.2857142857143,79,51.2857142857143
"145","R","CA_FRS","IL_CHI",2019 W41,1.62988397358965,0,67.8571428571429,83,53.4285714285714
"146","R","CA_FRS","IL_CHI",2019 W42,1.62745934924074,0,64.5714285714286,77.5714285714286,52.1428571428571
"147","R","CA_FRS","IL_CHI",2019 W43,1.66578387375517,0,67.7142857142857,81.7142857142857,54.2857142857143
"148","R","CA_FRS","IL_CHI",2019 W44,1.70795789552081,0.0238095238095238,56.7142857142857,72.1428571428571,43
"149","R","CA_FRS","IL_CHI",2019 W45,1.81981244604467,0,61.8571428571429,79.1428571428571,47.4285714285714
"150","R","CA_FRS","IL_CHI",2019 W46,1.8557619628802,0,60.7142857142857,74.7142857142857,48.8571428571429
"151","R","CA_FRS","IL_CHI",2019 W47,1.90426110540648,0,56.2857142857143,69.2857142857143,46
"152","R","CA_FRS","IL_CHI",2019 W48,NA,0.2406,47.4285714285714,53.8571428571429,40.2857142857143
"153","R","CA_FRS","IL_CHI",2019 W49,1.74735183270603,0.185263157894737,55.1428571428571,62.8571428571429,48.2857142857143
"154","R","CA_FRS","IL_CHI",2019 W50,1.80730531516218,0.0661111111111111,52.1428571428571,58.5714285714286,45.5714285714286
"155","R","CA_FRS","IL_CHI",2019 W51,1.81110889956615,0.00391304347826087,49.7142857142857,60.4285714285714,41
"156","R","CA_FRS","IL_CHI",2019 W52,1.80761454110952,0.0801785714285714,47.2857142857143,53.4285714285714,41.1428571428571
"157","R","CA_FRS","IL_CHI",2020 W01,1.82648410492627,0.00152173913043478,48.2857142857143,59.2857142857143,39.2857142857143
"158","R","CA_FRS","IL_CHI",2020 W02,1.73747908800309,0.0402040816326531,45,51.8571428571429,39
"159","R","CA_FRS","IL_CHI",2020 W03,1.63580365848374,0.095,44.4285714285714,53.5714285714286,37
"160","R","CA_FRS","IL_CHI",2020 W04,1.60363254580743,0.00584905660377358,52.2857142857143,60.8571428571429,45.7142857142857
"161","R","CA_FRS","IL_CHI",2020 W05,1.58708087322527,0,51.4285714285714,62.1428571428571,41.7142857142857
"162","R","CA_FRS","IL_CHI",2020 W06,1.4670211906597,0,47.4285714285714,60.5714285714286,35.7142857142857
"163","R","CA_FRS","IL_CHI",2020 W07,1.42827245088369,0,53.2857142857143,68.4285714285714,40
"164","R","CA_FRS","IL_CHI",2020 W08,1.4338538077876,0.000625,56.8571428571429,69,44.4285714285714
"165","R","CA_FRS","IL_CHI",2020 W09,1.50697456404909,0.000208333333333333,61,74.2857142857143,47.7142857142857
"166","R","CA_FRS","IL_CHI",2020 W10,1.57400659104272,0,58.1428571428571,72.1428571428571,45.8571428571429
"167","R","CA_FRS","IL_CHI",2020 W11,1.77286039492542,0.0691666666666667,60.1428571428571,69.8571428571429,51.4285714285714
"168","R","CA_FRS","IL_CHI",2020 W12,1.74688324458314,0.2225,52.2857142857143,61.1428571428571,44.4285714285714
"169","R","CA_FRS","IL_CHI",2020 W13,1.59760540226827,0.17258064516129,53.4285714285714,61.4285714285714,46.1428571428571
"170","R","CA_FRS","IL_CHI",2020 W14,1.61797276417069,0.0427272727272727,57.5714285714286,68.7142857142857,45.8571428571429
"171","R","CA_FRS","IL_CHI",2020 W15,1.62463118809693,0.239344262295082,56.5714285714286,65.5714285714286,48.5714285714286
"172","R","CA_FRS","IL_CHI",2020 W16,1.63480210464566,0.0241666666666667,64.2857142857143,75.5714285714286,54.2857142857143
"173","R","CA_FRS","IL_CHI",2020 W17,1.75442722772951,0.0170588235294118,68.8571428571429,81.7142857142857,57.1428571428571
"174","R","CA_FRS","IL_CHI",2020 W18,1.93088458552691,0,73.2857142857143,86.4285714285714,59
"175","R","CA_FRS","IL_CHI",2020 W19,1.9437682779721,0,74.8571428571429,91.1428571428571,59.1428571428571
"176","R","CA_FRS","IL_CHI",2020 W20,2.13867181256786,0.00477272727272727,69.8571428571429,82.2857142857143,57.7142857142857
"177","R","CA_FRS","IL_CHI",2020 W21,2.13298936889224,0.0276363636363636,68.4285714285714,80.5714285714286,56.2857142857143
"178","R","CA_FRS","IL_CHI",2020 W22,2.12434706624213,0,83,95.7142857142857,68.2857142857143
"179","R","CA_FRS","IL_CHI",2020 W23,2.07246205771441,0,77.8571428571429,90.7142857142857,64.5714285714286
"180","R","CA_FRS","IL_CHI",2020 W24,2.08201276831864,0.000909090909090909,75.1428571428571,89.2857142857143,60.5714285714286
